customer_id,name,gender,age,grade,region,signup_date,income_level,credit_score,churn
1370,김지호,F,43,VIP,충청,2024-01-22,High,824,0
1371,조선우,M,41,Bronze,경상,2021-09-10,Medium,692,0
1372,한지호,F,27,Bronze,충청,2021-06-18,Low,523,0
1373,장수아,M,43,Silver,부산,2024-04-06,Low,595,0
1374,장서연,F,31,Bronze,대구,2020-01-11,Medium,630,1
1375,조지우,F,37,Silver,제주,2023-07-24,Medium,666,0
1376,이은서,F,66,Bronze,세종,2023-04-19,Medium,547,0
1377,장예준,F,55,VIP,광주,2021-10-16,High,813,0
1378,최수빈,M,63,Silver,대전,2020-03-07,Medium,655,0
1379,이다은,F,25,Gold,강원,2022-01-26,High,760,0
1380,박은서,M,59,Silver,대전,2022-04-30,Low,536,1
1381,정수빈,F,35,Silver,강원,2020-09-26,Medium,684,0
1382,최하은,F,31,Bronze,제주,2024-05-11,Low,503,0
1383,장채원,F,68,Gold,충청,2021-07-25,High,717,0
1384,한도윤,F,34,Bronze,세종,2024-03-29,Low,524,0
1385,윤서윤,M,45,Silver,강원,2024-08-26,Medium,641,0
1386,조진우,F,46,Silver,전라,2020-02-29,Medium,670,0
1387,임선우,M,58,Silver,대전,2020-02-16,Medium,640,0
1388,이지유,M,67,Bronze,제주,2023-09-01,Medium,591,0
1389,최서윤,F,43,Bronze,부산,2020-12-24,Low,528,1
1390,이민준,M,56,Silver,부산,2023-11-01,Medium,614,0
1391,신서윤,F,52,Bronze,제주,2023-05-22,Low,595,0
1392,오지호,M,67,VIP,전라,2022-04-12,Medium,686,0
1393,권예준,M,46,Bronze,경상,2023-01-05,Medium,604,0
1394,김주원,F,66,Gold,제주,2022-03-26,Medium,623,0
1395,김지유,F,65,Bronze,전라,2023-08-23,Medium,544,0
1396,신진우,M,66,Gold,대전,2023-09-06,High,711,0
1397,신다은,M,36,Gold,전라,2023-11-21,High,822,0
1398,정도윤,F,64,Silver,제주,2022-07-11,Medium,612,0
1399,임서연,M,29,Silver,서울,2021-03-28,Low,521,0
1400,오서윤,F,50,Bronze,전라,2021-08-26,Medium,570,0
1401,박지우,F,44,Silver,부산,2020-02-27,Low,585,1
1402,강선우,F,50,Bronze,인천,2021-12-05,Low,523,0
1403,장도윤,F,44,Bronze,세종,2023-08-20,Medium,570,0
1404,김지호,F,34,Silver,부산,2020-11-03,Medium,636,0
1405,신하은,M,42,Silver,충청,2023-07-31,Low,646,0
1406,장수아,M,43,Bronze,대전,2023-07-06,High,579,0
1407,이시우,M,23,Silver,강원,2021-05-22,Medium,617,0
1408,권수아,M,64,Bronze,인천,2020-03-23,Low,485,0
1409,정지호,M,66,Bronze,경기,2020-09-28,Low,506,0
1410,임다은,F,26,Silver,제주,2020-04-14,Medium,650,0
1411,최다은,M,48,Gold,부산,2020-07-23,Medium,745,0
1412,임채원,M,66,Bronze,제주,2023-08-09,Medium,585,0
1413,임주원,M,36,Bronze,충청,2021-07-08,Low,556,0
1414,한지아,F,54,Gold,대구,2023-10-20,Medium,777,0
1415,윤하은,M,51,VIP,강원,2022-08-21,High,884,0
1416,이주원,F,60,Bronze,인천,2021-01-31,Low,570,0
1417,최지아,F,40,Bronze,세종,2020-07-29,Low,559,0
1418,강서윤,M,69,Silver,인천,2024-10-11,High,647,0
1419,강선우,F,61,Silver,대전,2024-05-15,Low,584,0
1420,권지아,F,29,Silver,경상,2021-12-25,Low,610,0
1421,정채원,F,68,Silver,제주,2022-04-07,High,611,0
1422,윤시우,M,65,Gold,전라,2024-01-07,High,761,0
1423,김도윤,F,44,Silver,강원,2024-02-22,High,725,0
1424,이지호,M,30,Silver,세종,2024-01-17,Medium,686,0
1425,김예준,F,35,Silver,충청,2023-04-15,Medium,710,0
1426,강주원,F,27,Silver,경상,2020-05-31,Medium,674,0
1427,조지우,M,57,Silver,부산,2023-02-24,High,691,0
1428,정수빈,F,64,VIP,제주,2024-04-25,High,882,0
1429,오도윤,F,69,Silver,부산,2021-01-12,Medium,615,0
1430,오시우,F,58,Bronze,서울,2020-10-14,Medium,607,0
1431,조다은,M,53,Gold,강원,2022-02-03,High,775,0
1432,신도윤,F,38,Silver,전라,2020-05-17,Low,608,0
1433,장하은,M,52,Bronze,경기,2023-03-21,Low,437,0
1434,신채원,F,49,Silver,경상,2020-11-07,Medium,584,1
1435,한진우,F,49,Silver,경상,2024-02-23,Low,597,0
1436,김은서,F,21,VIP,광주,2022-05-24,High,803,0
1437,임도윤,F,61,Bronze,제주,2024-08-09,Low,459,0
1438,박우진,M,33,Silver,경기,2020-02-23,Medium,705,0
1439,김지우,F,24,Silver,광주,2021-04-16,Medium,617,0
1440,최우진,F,21,Gold,세종,2020-09-09,Medium,702,0
1441,윤우진,F,23,Silver,대전,2021-02-10,Medium,556,1
1442,박선우,M,30,Bronze,경기,2022-09-28,Low,560,0
1443,강채원,M,33,Bronze,제주,2022-11-04,Medium,569,0
1444,김예준,F,45,Bronze,경기,2021-12-27,Medium,614,0
1445,이채원,F,34,Bronze,경기,2023-08-25,Low,475,0
1446,정도윤,M,29,Bronze,인천,2023-03-02,High,648,0
1447,박다은,M,23,Silver,부산,2024-11-09,Low,535,0
1448,조서윤,M,53,Bronze,경상,2024-07-15,Low,588,1
1449,황하은,M,21,Silver,대구,2022-04-06,Medium,636,0
1450,신민준,F,21,Bronze,서울,2024-02-14,Low,463,0
1451,김수빈,F,68,Silver,강원,2020-12-13,High,744,0
1452,이하은,F,49,Bronze,강원,2022-06-20,Medium,602,0
1453,한민준,F,50,Silver,대구,2020-09-19,Medium,567,0
1454,이다은,F,67,Bronze,충청,2021-02-05,Medium,515,0
1455,신지우,M,62,Gold,경기,2024-01-08,Medium,724,0
1456,박지아,F,65,Bronze,전라,2023-04-24,Low,467,0
1457,황시우,M,40,Silver,전라,2020-10-24,Medium,674,0
1458,조서연,M,31,VIP,전라,2020-03-10,Medium,775,0
1459,조도윤,M,56,Silver,광주,2021-01-19,Medium,661,0
1460,최주원,F,54,Silver,경상,2021-07-26,Medium,617,0
1461,강도윤,M,36,Silver,세종,2024-04-30,Medium,634,0
1462,장시우,M,43,Silver,서울,2023-01-17,High,664,0
1463,윤하은,M,55,Bronze,인천,2024-11-23,Medium,546,0
1464,권선우,M,45,Bronze,강원,2021-02-03,Medium,609,0
1465,신민준,M,66,Bronze,강원,2023-05-15,Low,434,1
1466,장지유,M,64,Bronze,강원,2020-12-07,Medium,551,1
1467,박은서,M,68,Bronze,강원,2023-06-02,Medium,543,0
1468,조지아,F,53,Bronze,세종,2022-08-16,Medium,607,0
1469,정민준,M,36,Bronze,전라,2021-09-30,Medium,589,1
1470,신채원,M,29,Silver,인천,2024-04-14,Low,526,0
1471,최예준,M,61,Silver,충청,2021-01-31,Medium,623,0
1472,박예준,M,66,Bronze,전라,2020-11-06,Medium,563,1
1473,정도윤,M,60,Gold,대구,2022-12-09,High,728,0
1474,정하은,F,29,Gold,제주,2024-01-14,High,727,0
1475,김예준,F,27,Bronze,대전,2023-04-13,Medium,549,0
1476,정수아,M,25,Bronze,충청,2023-05-11,Low,432,1
1477,권다은,F,46,Gold,경기,2024-11-06,Medium,770,0
1478,한선우,F,46,Bronze,대구,2021-12-31,High,590,1
1479,신다은,M,57,Silver,충청,2022-06-07,Medium,695,0
1480,장은서,F,58,Silver,전라,2022-02-22,High,732,0
1481,권하은,M,27,Bronze,부산,2022-01-08,Low,496,0
1482,오서연,F,61,Bronze,세종,2023-03-20,Low,457,1
1483,조채원,M,33,Silver,서울,2023-07-15,Low,653,0
1484,오주원,F,42,Bronze,광주,2021-12-22,Low,587,0
1485,윤서연,F,49,Bronze,전라,2021-06-22,Low,562,0
1486,한도윤,F,68,Silver,인천,2024-09-25,Medium,653,1
1487,강은서,M,40,Bronze,경기,2024-01-18,High,598,0
1488,신예준,M,36,Bronze,세종,2021-12-19,Medium,626,0
1489,강서윤,M,40,VIP,부산,2023-04-06,High,797,0
1490,장수빈,M,45,Bronze,경기,2021-02-10,High,642,0
1491,황예준,F,29,Bronze,강원,2021-12-25,Medium,586,0
1492,권지아,M,40,Bronze,세종,2024-08-18,High,636,0
1493,한시우,M,51,Gold,경상,2021-03-24,High,793,0
1494,김지아,M,21,Bronze,세종,2024-09-12,Medium,597,0
1495,임우진,F,31,Bronze,충청,2022-03-29,Low,595,0
1496,오지유,F,47,Silver,부산,2021-10-17,Medium,593,1
1497,오지우,F,64,Gold,강원,2023-03-31,High,829,0
1498,윤수빈,F,26,Bronze,충청,2021-04-11,Low,501,0
1499,한수빈,M,49,Silver,서울,2022-07-31,Medium,622,0
1500,박민준,F,55,Bronze,광주,2022-09-03,Low,535,1
1501,한지유,M,66,Silver,대구,2024-01-30,High,625,0
1502,박예준,M,62,Silver,강원,2023-11-28,Medium,615,0
1503,임선우,F,29,Bronze,전라,2023-04-16,Medium,624,0
1504,강진우,M,69,Bronze,충청,2020-05-10,Low,482,0
1505,오우진,M,58,Bronze,인천,2024-09-07,Medium,542,1
1506,이하은,F,56,Bronze,전라,2022-03-04,Low,472,0
1507,윤지우,F,31,Gold,광주,2020-12-29,Medium,744,0
1508,조우진,M,42,Bronze,전라,2020-06-16,Medium,562,0
1509,장시우,M,58,Gold,강원,2020-05-01,Medium,711,0
1510,김민준,F,44,Silver,제주,2023-03-09,Medium,666,0
1511,박우진,F,31,Silver,광주,2020-07-17,Low,626,0
1512,황주원,M,52,Gold,세종,2020-03-03,Medium,706,0
1513,황하은,F,38,Gold,전라,2021-01-04,Medium,744,0
1514,박은서,F,49,Bronze,강원,2024-08-30,Medium,610,0
1515,이수빈,M,41,Gold,인천,2021-05-05,Low,604,1
1516,김다은,M,53,Gold,전라,2021-10-18,Low,679,0
1517,오수빈,F,68,Silver,부산,2021-08-01,Medium,584,0
1518,조예준,F,44,Gold,서울,2022-10-03,High,793,0
1519,임예준,F,51,Bronze,제주,2021-08-11,Low,519,1
1520,이지아,M,61,Silver,서울,2022-12-30,High,643,0
1521,조우진,F,54,Gold,전라,2024-11-24,Medium,657,0
1522,한서연,M,26,Silver,인천,2021-03-29,Low,575,1
1523,최다은,M,56,Bronze,서울,2020-04-02,Low,526,0
1524,김수아,F,31,Bronze,부산,2022-01-31,Low,568,0
1525,박지우,M,59,Bronze,대전,2023-10-25,Low,546,1
1526,황시우,F,64,VIP,대전,2022-02-11,High,787,0
1527,권다은,F,58,VIP,경상,2022-03-20,High,832,0
1528,이하은,M,30,Bronze,세종,2020-05-16,Medium,549,0
1529,오시우,F,38,Silver,대구,2024-10-18,Medium,680,0
1530,황우진,M,55,Bronze,부산,2020-09-17,Low,547,1
1531,윤하은,M,34,VIP,대전,2021-01-12,High,824,0
1532,강주원,M,48,Silver,서울,2023-09-19,Low,590,0
1533,최우진,F,22,Silver,인천,2021-11-30,Low,549,0
1534,황서연,F,44,Gold,대구,2022-11-01,High,809,0
1535,최도윤,F,21,Bronze,경기,2024-09-23,Medium,489,1
1536,강서연,M,63,Gold,강원,2022-12-30,High,750,0
1537,오도윤,F,22,Gold,경기,2023-11-02,High,692,0
1538,신진우,M,34,Bronze,서울,2023-02-28,Low,544,1
1539,권다은,F,38,Bronze,대전,2022-07-09,Low,538,1
1540,한주원,F,29,Silver,광주,2021-04-03,High,736,0
1541,박예준,F,30,Silver,서울,2022-06-03,Low,607,0
1542,장수아,F,28,Bronze,광주,2021-03-02,Low,544,0
1543,조주원,F,48,Bronze,세종,2022-01-14,Medium,584,0
1544,최우진,M,56,Gold,경상,2023-09-12,Medium,691,0
1545,윤수빈,F,43,Bronze,부산,2022-03-15,Medium,640,0
1546,권은서,F,23,Gold,광주,2023-02-03,Low,656,0
1547,황선우,F,31,Bronze,서울,2023-11-22,Medium,547,0
1548,한진우,M,61,Silver,제주,2024-06-28,High,679,0
1549,윤수아,M,68,Bronze,광주,2023-06-04,Low,430,0
1550,한하은,M,25,VIP,서울,2021-11-09,Medium,737,0
1551,황지유,M,67,Gold,부산,2021-09-21,Medium,622,0
1552,권주원,F,41,Bronze,대구,2021-09-13,Medium,661,0
1553,황지우,M,46,Gold,충청,2022-04-19,High,742,0
1554,오수아,M,62,Bronze,세종,2020-07-17,Low,495,1
1555,조다은,F,50,Gold,서울,2023-04-15,Medium,773,0
1556,박주원,M,51,Bronze,충청,2021-12-05,Low,450,0
1557,황지유,M,31,Gold,대구,2023-10-19,High,834,0
1558,한우진,F,38,Bronze,제주,2020-06-19,Medium,696,0
1559,윤민준,F,30,Silver,대구,2021-01-28,Medium,726,1
1560,강서윤,M,61,Gold,대구,2021-06-22,Medium,700,0
1561,김시우,F,62,Gold,강원,2020-03-05,High,815,0
1562,김지아,F,32,Bronze,대전,2022-03-06,High,612,0
1563,오예준,F,43,Bronze,제주,2022-05-19,Medium,542,0
1564,장우진,F,38,Silver,세종,2023-10-07,High,795,0
1565,강선우,M,21,Bronze,제주,2024-04-09,Medium,574,1
1566,신수아,M,24,VIP,서울,2024-02-17,Medium,767,0
1567,임지호,M,57,Bronze,세종,2023-07-16,Low,514,1
1568,오지우,M,67,Bronze,인천,2020-07-06,Low,461,1
1569,조수아,M,23,Bronze,대전,2021-10-18,Low,506,0
1570,윤은서,M,50,Silver,전라,2023-04-27,Low,674,1
1571,박선우,M,25,Gold,부산,2021-06-23,High,656,0
1572,오지호,M,31,Bronze,제주,2021-04-11,Medium,541,0
1573,임지아,F,52,Bronze,부산,2022-05-23,Medium,578,1
1574,황시우,F,68,Gold,서울,2020-05-08,Medium,704,0
1575,김은서,F,25,Bronze,경상,2022-07-02,High,619,0
1576,황지유,M,56,Silver,광주,2022-07-12,Medium,622,0
1577,강다은,F,68,Silver,강원,2024-03-05,High,649,0
1578,윤주원,F,45,Silver,세종,2022-07-15,High,708,0
1579,조채원,M,28,Bronze,대전,2024-11-17,Low,504,0
1580,한서윤,M,57,Bronze,부산,2020-07-13,High,623,0
1581,정도윤,M,21,Silver,인천,2021-09-13,Low,569,0
1582,임다은,F,47,Bronze,인천,2022-09-25,Low,509,1
1583,이지호,F,65,Silver,대구,2020-10-16,Medium,677,0
1584,김지아,M,41,Bronze,전라,2023-06-20,Medium,569,1
1585,박선우,F,41,Bronze,제주,2023-11-11,Low,462,1
1586,윤지유,F,35,Gold,광주,2023-11-10,High,862,0
1587,강다은,F,55,Silver,제주,2021-11-09,Medium,749,0
1588,임수아,M,35,Silver,세종,2024-12-28,High,654,0
1589,이예준,M,59,Silver,강원,2022-10-02,Medium,718,0
1590,이주원,F,69,Gold,제주,2021-07-19,Medium,623,0
1591,신서연,F,35,Gold,서울,2021-11-01,High,747,0
1592,강다은,F,58,Bronze,부산,2024-08-14,Low,474,1
1593,황은서,M,38,Bronze,경상,2024-12-17,Medium,604,0
1594,조민준,F,36,Gold,대구,2020-02-21,High,753,0
1595,조지호,F,49,Bronze,인천,2022-07-03,Low,484,0
1596,이시우,F,37,Gold,충청,2022-07-17,High,766,0
1597,강민준,M,23,Bronze,강원,2022-09-04,Medium,514,0
1598,한채원,F,45,Gold,충청,2024-09-08,Medium,793,0
1599,강진우,M,52,Gold,경상,2024-01-01,High,798,0
1600,장서윤,M,25,Bronze,광주,2021-11-23,High,625,0
1601,이다은,F,54,Gold,대전,2023-08-07,Medium,717,0
1602,최주원,M,27,Bronze,대구,2021-04-10,Medium,522,0
1603,장민준,M,61,Bronze,부산,2022-09-07,High,625,1
1604,권지우,F,40,Silver,전라,2023-10-04,Medium,693,0
1605,정다은,M,62,Bronze,대전,2023-01-31,High,623,0
1606,윤민준,F,64,Gold,광주,2022-11-08,Low,660,0
1607,최지우,M,60,Bronze,대구,2021-06-28,Low,486,1
1608,임시우,F,32,Silver,대구,2022-03-15,High,688,0
1609,김주원,F,33,Gold,서울,2022-03-04,Medium,706,0
1610,임지아,M,57,Bronze,광주,2022-08-07,High,538,0
1611,임시우,M,52,VIP,서울,2021-03-19,Medium,822,0
1612,조도윤,F,45,Bronze,인천,2022-10-03,Low,514,0
1613,신수아,M,59,Gold,서울,2024-10-12,High,765,0
1614,김지아,F,44,Bronze,인천,2020-07-18,High,646,0
1615,최채원,F,24,Silver,전라,2020-02-15,Medium,629,0
1616,윤우진,M,60,Bronze,전라,2024-06-11,High,624,0
1617,윤서윤,M,27,Gold,부산,2022-07-21,Low,605,0
1618,오진우,F,24,Bronze,인천,2021-03-17,High,565,0
1619,김서연,F,47,Bronze,대전,2020-12-24,Low,524,1
1620,신시우,F,66,Silver,제주,2021-07-01,High,654,0
1621,권우진,M,64,Silver,서울,2023-08-24,High,617,0
1622,오다은,M,65,Bronze,서울,2021-08-09,Medium,509,0
1623,윤다은,M,43,Bronze,광주,2024-01-27,Low,574,0
1624,박진우,F,43,Silver,광주,2024-04-20,Medium,716,0
1625,신다은,F,43,Bronze,경기,2023-05-18,Medium,654,0
1626,윤수빈,M,22,Silver,전라,2020-10-24,Medium,679,0
1627,권서윤,M,33,Bronze,대전,2020-06-16,Low,599,0
1628,장하은,M,36,Bronze,전라,2020-12-03,Low,451,0
1629,신도윤,F,27,Silver,제주,2022-02-03,Medium,593,0
1630,임지유,F,64,Bronze,경기,2021-04-07,Low,545,0
1631,권우진,M,52,Bronze,세종,2020-10-22,Low,523,0
1632,정우진,M,32,VIP,서울,2021-08-28,High,797,0
1633,신지호,M,36,Silver,경기,2022-05-14,Low,601,0
1634,강예준,F,33,Silver,충청,2023-04-22,Low,575,0
1635,임서연,F,22,Silver,광주,2020-03-04,Medium,539,0
1636,신하은,F,64,Silver,광주,2023-11-03,Medium,651,1
1637,김다은,M,50,Silver,경기,2020-06-18,Medium,692,0
1638,조도윤,M,58,Bronze,서울,2021-10-23,Medium,520,0
1639,권주원,M,59,Silver,서울,2023-11-01,High,735,0
1640,윤지호,M,49,Silver,충청,2022-03-05,Low,552,0
1641,오서연,F,57,Gold,강원,2022-10-02,High,685,0
1642,임도윤,F,27,Bronze,경기,2021-02-11,Low,533,0
1643,조서윤,F,22,Silver,부산,2021-11-27,Low,509,0
1644,신하은,M,30,Gold,경상,2023-05-24,Medium,686,0
1645,강채원,M,65,Silver,경상,2022-01-24,Medium,645,0
1646,장채원,M,24,Gold,전라,2022-01-02,Medium,708,0
1647,최지우,M,21,Gold,충청,2021-01-17,Medium,553,0
1648,정다은,M,62,Gold,대전,2020-08-25,Medium,754,0
1649,박지아,M,67,Bronze,서울,2022-01-31,High,594,0
1650,임선우,M,39,Bronze,인천,2021-10-16,Low,515,0
1651,신우진,M,62,Silver,세종,2021-03-14,High,646,0
1652,신지호,M,62,Gold,강원,2020-10-24,Low,686,0
1653,장지호,M,35,Bronze,대전,2024-09-15,Low,604,0
1654,신채원,M,40,Bronze,서울,2021-01-29,Low,506,0
1655,조주원,M,67,Bronze,세종,2023-06-13,Low,439,0
1656,한서윤,M,58,Silver,세종,2024-05-02,High,687,0
1657,조지호,M,65,Bronze,인천,2024-05-01,Low,452,1
1658,신도윤,F,54,Bronze,대구,2024-10-17,Low,564,0
1659,조진우,M,50,Silver,경상,2022-09-29,Low,550,1
1660,한시우,F,38,Silver,부산,2021-10-03,Low,593,0
1661,최진우,M,42,Bronze,부산,2024-08-18,Medium,580,0
1662,한우진,M,69,Bronze,부산,2023-11-08,Low,451,0
1663,장도윤,M,49,Silver,인천,2020-08-28,Low,645,0
1664,신도윤,M,61,Bronze,광주,2021-05-18,Medium,529,0
1665,황진우,F,54,Silver,대구,2023-05-26,High,742,0
1666,조민준,M,32,Bronze,대구,2022-10-10,Low,537,0
1667,임시우,F,32,Silver,대전,2023-07-10,Low,542,0
1668,이지우,M,27,Silver,제주,2020-04-21,High,664,0
1669,이수빈,F,28,Bronze,경상,2023-11-07,Medium,626,1
1670,이도윤,F,38,Silver,부산,2021-03-27,Medium,679,0
1671,정수빈,F,35,Gold,강원,2023-04-11,High,798,0
1672,최수빈,M,30,Gold,경상,2023-06-11,Low,721,0
1673,윤하은,M,35,Bronze,부산,2021-05-10,Low,547,0
1674,이민준,M,62,Silver,충청,2024-10-29,Medium,661,0
1675,최수아,M,25,Silver,세종,2022-06-25,High,749,0
1676,김수빈,F,33,Bronze,세종,2022-06-13,Low,459,0
1677,강민준,F,52,Bronze,세종,2023-05-27,Medium,604,0
1678,한예준,M,45,Gold,광주,2021-12-24,Medium,747,0
1679,정수아,F,58,Bronze,서울,2023-11-06,Low,512,0
1680,신민준,F,56,Silver,대전,2020-02-11,Medium,701,0
1681,황채원,M,47,Silver,부산,2021-07-05,Medium,710,0
1682,권진우,M,22,Bronze,광주,2020-04-08,Low,479,1
1683,황서윤,M,59,Bronze,서울,2021-05-27,High,659,0
1684,권채원,F,31,Gold,대구,2020-12-07,Medium,691,0
1685,이은서,M,56,Bronze,제주,2024-11-20,Low,533,0
1686,조서윤,M,21,Bronze,부산,2023-05-19,Low,471,1
1687,이시우,M,54,Gold,세종,2023-02-07,Medium,731,0
1688,최민준,F,30,Bronze,강원,2024-07-23,High,597,0
1689,김예준,M,30,VIP,인천,2024-09-29,High,878,0
1690,정주원,M,49,Gold,경기,2024-01-01,High,727,0
1691,신서연,M,44,Gold,대구,2022-08-01,Medium,668,0
1692,오예준,F,61,Bronze,광주,2024-05-29,Low,514,0
1693,오예준,F,53,Bronze,인천,2022-10-27,Low,542,1
1694,강지아,M,58,Bronze,대전,2022-02-08,Medium,577,1
1695,윤우진,M,33,Silver,전라,2024-03-16,High,736,0
1696,한지아,F,35,Gold,부산,2022-06-18,High,732,0
1697,오주원,F,33,Silver,대전,2020-04-15,Medium,674,0
1698,강서연,F,49,Bronze,전라,2024-11-21,Medium,640,0
1699,강선우,F,22,Bronze,세종,2020-05-18,Medium,571,0
1700,이지우,F,23,VIP,부산,2023-07-15,High,884,0
1701,조도윤,F,42,Bronze,대구,2022-01-23,High,624,0
1702,윤채원,M,62,Bronze,경상,2024-03-13,Low,507,1
1703,박예준,F,62,Bronze,경상,2024-01-19,Low,551,1
1704,임예준,F,45,Gold,서울,2021-09-12,High,838,0
1705,조진우,M,46,Bronze,인천,2022-05-24,Low,532,1
1706,이서윤,M,36,Bronze,제주,2020-05-15,Medium,683,0
1707,박다은,M,25,Bronze,제주,2021-12-02,Low,587,0
1708,정진우,F,60,Bronze,강원,2020-11-14,Low,499,0
1709,임선우,F,58,Bronze,부산,2021-04-08,Low,480,0
1710,정다은,F,23,Bronze,대구,2024-06-29,Low,492,1
1711,박수빈,M,34,Bronze,부산,2022-08-08,Low,565,0
1712,조예준,F,56,Silver,경기,2021-05-11,High,662,0
1713,황지호,F,23,Silver,대전,2020-11-11,Medium,645,0
1714,정수아,F,51,Bronze,대전,2023-04-20,Medium,590,0
1715,최지아,M,59,Bronze,광주,2020-11-22,Low,444,1
1716,이민준,M,54,Silver,경기,2024-06-13,Low,561,0
1717,김민준,F,31,VIP,대구,2024-09-23,High,800,0
1718,임지호,M,30,Bronze,광주,2020-07-23,High,551,0
1719,김은서,M,32,Bronze,대전,2024-08-14,Low,551,0
1720,장지호,F,28,Gold,충청,2024-10-11,High,793,0
1721,오선우,M,51,Bronze,경상,2021-08-04,High,680,0
1722,신주원,F,52,Silver,전라,2023-12-16,Low,557,0
1723,황수아,F,62,Silver,부산,2022-08-02,High,699,0
1724,이지우,M,48,Gold,경상,2020-05-30,High,798,0
1725,강진우,M,65,Silver,대전,2020-09-08,Low,520,0
1726,정우진,F,61,VIP,인천,2022-03-11,High,778,0
1727,김시우,F,31,Bronze,세종,2023-09-10,Low,526,0
1728,권도윤,F,62,Silver,제주,2023-03-06,Low,502,1
1729,권서윤,F,46,Gold,광주,2020-10-30,High,815,0
1730,정우진,M,46,VIP,서울,2023-07-17,High,892,0
1731,임지유,F,20,Gold,제주,2024-08-15,Low,626,0
1732,권선우,F,53,Silver,강원,2023-04-24,Medium,686,0
1733,조서연,F,66,Silver,대구,2023-01-08,Low,518,1
1734,임지호,F,46,Bronze,충청,2023-03-17,Medium,603,0
1735,임수아,F,36,Silver,전라,2024-10-11,High,726,0
1736,정민준,M,22,Gold,세종,2021-05-04,High,815,0
1737,이시우,F,21,Silver,경상,2024-06-15,Low,566,0
1738,윤진우,M,54,Bronze,대구,2024-05-15,Medium,528,1
1739,조수빈,F,31,Silver,부산,2020-01-30,Medium,690,0
1740,김하은,M,67,Bronze,인천,2023-09-08,Medium,567,1
1741,박채원,M,66,Gold,경기,2024-04-15,Low,601,0
1742,이지호,M,27,Bronze,서울,2021-05-05,High,666,0
1743,신시우,M,27,Bronze,광주,2020-09-05,Low,535,0
1744,윤은서,F,25,Silver,경기,2021-12-24,High,647,0
1745,장시우,M,59,Bronze,제주,2024-04-18,High,640,1
1746,권수빈,M,50,Bronze,제주,2023-07-17,Medium,603,0
1747,조채원,M,52,Bronze,대전,2021-03-10,Medium,561,0
1748,오지호,M,62,Bronze,제주,2022-10-09,Low,478,0
1749,강지유,M,22,VIP,부산,2020-01-08,High,858,0
1750,강채원,M,40,Bronze,경기,2020-10-01,Low,541,0
1751,장하은,M,50,Silver,강원,2024-01-26,Low,658,0
1752,한도윤,M,39,Silver,대전,2021-08-23,High,764,0
1753,정지우,F,44,Bronze,대구,2021-11-27,Low,642,0
1754,윤지아,F,46,VIP,대구,2021-11-02,High,842,0
1755,박선우,M,43,Gold,대구,2024-04-21,High,804,0
1756,신지호,M,23,Silver,제주,2023-01-31,Low,533,0
1757,이수빈,F,55,Bronze,경기,2022-04-06,Low,621,0
1758,한도윤,F,67,Gold,경기,2020-07-12,Low,642,0
1759,이다은,M,50,Bronze,대전,2023-01-14,Medium,646,0
1760,최지호,F,30,Gold,충청,2023-12-06,Low,729,0
1761,김다은,M,66,Bronze,인천,2024-02-20,Low,511,0
1762,김선우,F,56,Bronze,제주,2024-09-20,Medium,533,0
1763,김채원,M,59,Bronze,부산,2024-08-16,Low,487,0
1764,황진우,F,37,Gold,경기,2023-12-18,Medium,768,0
1765,윤민준,M,45,Silver,경상,2021-06-02,Medium,599,0
1766,한수아,M,65,VIP,부산,2024-03-05,High,766,0
1767,조지우,M,37,Bronze,충청,2020-01-06,Low,519,1
1768,이도윤,M,48,Gold,경상,2023-08-20,Medium,661,0
1769,강채원,F,62,Silver,대구,2022-06-27,Medium,654,0
1770,최수아,F,51,Bronze,대전,2020-04-10,Medium,577,0
1771,박서연,M,67,Silver,대구,2021-02-21,Medium,626,0
1772,조민준,F,68,Silver,충청,2022-07-19,Medium,595,0
1773,윤우진,F,50,Bronze,대구,2020-11-24,Low,515,0
1774,한다은,F,34,Bronze,강원,2022-11-09,Low,518,1
1775,정지유,F,64,Gold,전라,2022-11-23,Medium,709,0
1776,황하은,M,38,Silver,부산,2024-03-31,Low,596,0
1777,권은서,M,60,Silver,강원,2020-01-07,High,757,0
1778,조진우,F,20,Silver,인천,2020-08-10,Low,558,0
1779,조시우,F,57,Gold,대전,2023-10-03,Medium,668,0
1780,윤은서,M,35,Silver,광주,2021-12-31,Medium,634,0
1781,강다은,M,47,Bronze,서울,2023-11-13,High,625,0
1782,김우진,F,46,Silver,경상,2020-05-28,High,706,0
1783,장주원,M,34,Bronze,부산,2022-01-29,High,616,0
1784,정진우,F,33,Gold,부산,2023-06-06,High,849,0
1785,신은서,M,22,Silver,대구,2023-01-13,High,662,0
1786,윤우진,F,41,Gold,강원,2023-04-08,High,720,0
1787,김채원,F,42,Bronze,강원,2023-11-26,Medium,587,0
1788,한시우,M,31,Bronze,부산,2024-02-19,High,507,1
1789,권우진,M,28,Silver,서울,2023-09-17,Medium,632,0
1790,오우진,F,60,Bronze,제주,2021-09-05,Low,503,0
1791,오지호,M,50,Silver,인천,2022-02-06,High,749,0
1792,이서윤,M,24,Gold,경기,2022-06-09,High,798,0
1793,정선우,F,48,Gold,충청,2022-12-27,Medium,744,0
1794,권주원,F,40,Silver,부산,2024-02-11,Low,647,0
1795,최예준,F,44,Bronze,세종,2020-07-05,Low,581,0
