user_id,email,name,age,gender,city,signup_date,channel,signup_device,vip_grade,marketing_consent,last_login_date,total_spent,order_count,churn,engagement_score,support_tickets,support_level,onboarding_type,week1_activity_score,pre_promo_spent,post_promo_spent
10805,u010805@naver.com,안지안,35,M,대구,11MAR2025,social,mobile,vip,1,17APR2025,4894080,4,1,81.3,3,High,B,45.7,73924,70982
10806,u010806@gmail.com,장도윤,32,M,부산,20APR2026,organic,mobile,vip,0,20APR2026,6461885,10,0,64.6,1,Low,B,51.2,28981,27954
10807,u010807@gmail.com,윤다은,34,F,서울,06OCT2023,social,mobile,platinum,1,18MAR2025,1581245,2,1,52.9,0,Low,B,65.4,56494,64773
10808,u010808@hanmail.net,이은우,34,F,전남,30JUL2025,organic,mobile,vip,1,24DEC2025,5007650,3,1,69.7,2,High,B,64.9,61525,75677
10809,u010809@naver.com,이예은,45,F,부산,19JUL2023,referral,mobile,vip,1,23OCT2025,4379355,5,1,60.4,2,High,B,53.4,45568,48168
10810,u010810@outlook.com,정채원,14,F,경기,06JAN2025,referral,mobile,bronze,1,29NOV2025,20700,1,1,52.7,0,Low,A,60.0,29418,37768
10811,u010811@outlook.com,오지호,37,F,전북,10OCT2023,organic,pc,silver,0,07DEC2024,325380,2,1,44.6,5,High,A,57.4,42008,50315
10812,u010812@outlook.com,황서윤,27,M,경기,24DEC2025,referral,mobile,platinum,0,,2633865,5,1,66.5,1,Low,B,53.8,81134,84858
10813,u010813@hanmail.net,신소율,38,F,충북,17JUN2024,social,pc,bronze,1,21OCT2024,0,0,1,41.6,0,Low,A,49.1,21049,14681
10814,u010814@outlook.com,전지유,30,M,경기,05DEC2025,social,mobile,gold,0,07APR2026,1098800,2,1,60.7,1,Low,B,56.9,24724,26807
10815,u010815@gmail.com,이주원,27,F,경기,01APR2026,organic,mobile,bronze,0,,37800,1,1,41.6,5,High,B,61.9,47015,57458
10816,u010816@naver.com,윤유진,30,F,전남,16MAR2023,organic,mobile,vip,0,05AUG2025,5562400,1,1,66.8,1,Low,C,61.8,29748,31497
10817,u010817@kakao.com,최지민,14,F,경기,24JUN2026,paid_search,mobile,platinum,1,24JUN2026,2614815,6,0,64.8,0,Low,A,49.9,51000,56438
10818,u010818@daum.net,전지훈,63,F,경기,18MAY2025,organic,mobile,gold,1,18MAY2025,1471185,3,1,62.2,3,High,B,73.7,44302,45608
10819,u010819@outlook.com,장하준,45,M,전북,18JAN2025,other,mobile,vip,1,03APR2026,3373990,4,1,65.8,1,Low,B,43.5,56081,52117
10820,u010820@naver.com,전유진,24,M,서울,24JAN2026,referral,tablet,silver,1,24JAN2026,717300,3,1,77.5,1,Low,C,54.4,56564,60424
10821,u010821@hanmail.net,류유진,15,F,경북,11JAN2024,social,mobile,vip,0,24DEC2024,5230605,5,1,58.0,3,High,B,49.2,53993,61919
10822,u010822@naver.com,이준호,27,M,전남,24JUN2025,other,pc,gold,1,24JUN2025,1174395,4,1,57.6,1,Low,C,56.9,51379,47949
10823,u010823@gmail.com,황준우,24,M,전북,14SEP2024,social,mobile,gold,1,04OCT2024,1267080,3,1,39.1,3,High,C,65.1,41393,50725
10824,u010824@gmail.com,한주원,38,F,서울,04MAY2025,organic,mobile,gold,1,21OCT2025,956755,2,1,62.0,1,Low,A,68.8,39125,43915
10825,u010825@outlook.com,윤지민,49,M,서울,13MAR2023,organic,mobile,platinum,1,,2571745,3,1,49.5,0,Low,C,46.9,21815,20780
10826,u010826@gmail.com,오지원,40,F,경기,24JUL2024,social,mobile,vip,0,05JUN2026,3863360,4,0,63.6,0,Low,A,60.8,32386,36594
10827,u010827@daum.net,박채원,38,F,대구,27JAN2026,organic,tablet,bronze,0,27JAN2026,63000,1,1,43.8,4,High,B,59.7,45408,53140
10828,u010828@naver.com,서서연,57,M,울산,22MAY2026,organic,mobile,vip,1,22MAY2026,7082410,6,0,77.5,0,Low,C,57.6,45322,48509
10829,u010829@gmail.com,이지유,26,F,서울,02JUN2023,referral,mobile,vip,1,28OCT2025,8603990,4,1,69.7,2,High,B,62.1,49799,45044
10830,u010830@gmail.com,서시우,17,F,인천,17MAR2023,organic,pc,platinum,0,15JUN2024,2813430,6,1,56.8,4,High,B,30.3,73347,72490
10831,u010831@kakao.com,윤다은,20,F,부산,14SEP2023,organic,mobile,gold,1,03NOV2024,1318770,3,1,77.0,0,Low,B,39.5,38940,44609
10832,u010832@gmail.com,권주원,14,M,경기,23JUN2026,social,mobile,platinum,1,23JUN2026,2732190,4,0,67.5,0,Low,A,30.3,64549,72245
10833,u010833@hanmail.net,장주원,41,F,전남,31AUG2024,paid_search,mobile,gold,1,06DEC2024,1268140,3,1,51.8,1,Low,C,45.2,51366,58104
10834,u010834@gmail.com,한지우,27,M,부산,02OCT2025,social,mobile,vip,1,16NOV2025,3268360,6,1,62.4,1,Low,C,74.9,49558,51518
10835,u010835@hanmail.net,박다은,24,M,경기,04MAY2026,social,mobile,platinum,1,04MAY2026,2910410,4,0,85.1,0,Low,C,57.4,78098,84416
10836,u010836@outlook.com,조예준,34,F,인천,24JAN2023,referral,mobile,vip,0,12JUL2025,5946720,6,1,68.9,2,High,C,34.7,58242,68135
10837,u010837@daum.net,신현우,50,M,서울,26DEC2025,referral,pc,vip,1,26DEC2025,4350660,3,1,59.7,1,Low,B,62.8,34595,44468
10838,u010838@outlook.com,권준우,20,F,서울,09MAR2023,organic,pc,platinum,1,06OCT2025,1721600,7,1,52.0,2,High,C,57.2,59663,72618
10839,u010839@daum.net,장지호,32,M,대구,24NOV2025,referral,mobile,gold,1,24NOV2025,1240990,2,1,51.8,1,Low,C,66.3,25613,16506
10840,u010840@naver.com,전민준,22,F,부산,05MAY2024,social,pc,bronze,1,15SEP2024,73700,2,1,41.4,4,High,C,66.7,61302,69942
10841,u010841@kakao.com,한채원,30,F,인천,21DEC2023,organic,mobile,platinum,1,,2005690,4,1,45.6,1,Low,C,57.0,52013,57208
10842,u010842@naver.com,조서윤,25,F,경기,16FEB2025,organic,pc,bronze,1,16MAY2025,103240,2,1,35.7,1,Low,C,62.4,29530,40184
10843,u010843@gmail.com,오다은,23,F,경남,11SEP2023,organic,mobile,platinum,0,18JUL2024,2028000,1,1,51.3,0,Low,A,47.5,42461,50052
10844,u010844@daum.net,류은우,58,F,광주,04MAY2024,paid_search,mobile,bronze,1,22OCT2024,231870,4,1,59.8,2,High,B,40.7,52803,53327
10845,u010845@hanmail.net,송서현,53,M,대구,18FEB2025,referral,mobile,silver,1,,451140,4,1,49.8,0,Low,A,50.4,61273,72028
10846,u010846@naver.com,서지유,38,M,전남,14NOV2023,social,mobile,bronze,1,08AUG2025,168680,4,1,48.8,5,High,B,53.7,41433,51242
10847,u010847@daum.net,한하윤,17,F,서울,17MAY2024,paid_search,mobile,bronze,0,,297390,2,1,69.2,1,Low,B,39.4,35944,33399
10848,u010848@hanmail.net,김채원,43,F,서울,28APR2025,organic,mobile,gold,1,28APR2025,1087190,2,1,74.2,3,High,A,60.3,54787,53265
10849,u010849@hanmail.net,강지민,30,F,경기,19APR2023,email,pc,gold,1,29JUL2024,1187820,1,1,54.9,1,Low,B,54.4,41213,47707
10850,u010850@gmail.com,이민준,38,M,서울,28MAR2024,organic,mobile,platinum,0,01MAY2025,1954900,4,1,53.6,0,Low,A,42.0,53007,61603
10851,u010851@naver.com,서시우,30,M,서울,06JUN2024,paid_search,mobile,bronze,1,01OCT2024,68570,2,1,37.8,1,Low,B,63.6,38776,45396
10852,u010852@outlook.com,서예은,21,M,경북,28APR2024,paid_search,mobile,platinum,1,28MAR2026,1742090,2,1,69.3,2,High,B,61.2,71896,77701
10853,u010853@hanmail.net,류준호,33,M,대전,04OCT2024,organic,mobile,platinum,1,28JUN2025,1644575,3,1,57.7,3,High,C,55.9,40058,36309
10854,u010854@daum.net,장지원,20,F,서울,25JUL2023,paid_search,mobile,vip,1,05MAR2026,4499685,7,1,63.9,1,Low,C,60.9,82154,94497
10855,u010855@naver.com,류현우,39,M,광주,16FEB2023,social,mobile,silver,1,,764690,2,1,46.2,1,Low,B,37.3,76806,85674
10856,u010856@gmail.com,김하은,41,M,인천,14APR2023,organic,mobile,platinum,1,14DEC2024,2292050,5,1,53.0,3,High,B,56.2,52026,49201
10857,u010857@gmail.com,윤민준,48,F,경기,06MAR2025,social,mobile,vip,1,06MAR2025,3953365,2,1,71.3,5,High,A,38.8,52350,61015
10858,u010858@daum.net,신민준,17,F,서울,24MAY2023,organic,mobile,vip,1,28SEP2025,3478880,4,1,49.6,2,High,A,51.9,39903,33251
10859,u010859@outlook.com,황민서,20,F,전남,27MAY2026,paid_search,pc,vip,0,27MAY2026,3966005,2,0,79.8,3,High,A,50.2,22442,24666
10860,u010860@hanmail.net,최지유,20,F,경기,25FEB2025,email,tablet,gold,1,22JAN2026,929505,2,1,50.5,0,Low,B,61.7,52997,62060
10861,u010861@gmail.com,송현우,31,M,경기,11JUN2024,organic,tablet,bronze,1,10OCT2025,217730,3,1,50.3,1,Low,C,48.4,58782,66994
10862,u010862@gmail.com,신윤서,44,F,경북,09DEC2024,social,mobile,platinum,1,09DEC2024,2243160,5,1,45.7,4,High,A,47.0,22507,30991
10863,u010863@hanmail.net,장수아,24,F,인천,28OCT2023,referral,pc,bronze,1,15MAY2025,146600,1,1,50.7,2,High,B,39.4,39702,49868
10864,u010864@hanmail.net,권현우,27,M,경기,18JAN2024,paid_search,mobile,gold,1,11JUN2025,1255775,4,1,54.6,5,High,B,55.0,57208,65755
10865,u010865@hanmail.net,박하윤,32,M,충남,03SEP2023,paid_search,mobile,vip,0,28APR2026,3460550,7,0,65.4,4,High,A,43.2,32729,31593
10866,u010866@kakao.com,최현우,36,M,광주,06AUG2025,organic,mobile,vip,0,06AUG2025,5488760,3,1,89.4,2,High,B,48.6,60003,71092
10867,u010867@kakao.com,송지유,20,F,서울,26NOV2023,social,pc,bronze,0,31OCT2024,162100,1,1,53.5,2,High,C,60.0,36387,42931
10868,u010868@hanmail.net,신윤서,47,F,광주,18APR2024,social,pc,gold,1,23JUN2026,1372085,5,0,49.3,0,Low,A,36.2,44268,45685
10869,u010869@hanmail.net,권은우,26,F,부산,16JAN2025,social,pc,bronze,1,02MAY2026,25800,1,0,37.7,1,Low,C,60.1,29114,36474
10870,u010870@daum.net,윤민준,28,F,대전,12MAY2026,organic,mobile,platinum,1,,2380120,4,1,70.3,2,High,A,36.3,23559,13050
10871,u010871@gmail.com,임하은,30,M,서울,06APR2024,paid_search,mobile,gold,0,05AUG2024,864220,3,1,73.2,3,High,C,55.5,59078,68436
10872,u010872@naver.com,오주원,23,F,경기,24AUG2024,other,mobile,vip,1,14DEC2024,3176365,5,1,68.8,4,High,C,44.2,25842,27437
10873,u010873@outlook.com,장서연,48,F,경기,15JAN2023,paid_search,mobile,gold,0,25FEB2026,1461080,4,1,68.2,2,High,C,65.7,45610,47739
10874,u010874@kakao.com,윤지우,48,M,부산,18MAY2025,organic,mobile,gold,1,30SEP2025,865600,3,1,64.6,1,Low,A,56.5,36912,39996
10875,u010875@outlook.com,안민서,38,M,경기,29NOV2024,social,pc,gold,1,29NOV2024,1315235,4,1,76.8,3,High,B,50.8,31388,40845
10876,u010876@kakao.com,장수아,34,F,경기,03FEB2026,organic,pc,bronze,1,03FEB2026,116400,2,1,25.7,2,High,B,57.4,38052,43426
10877,u010877@hanmail.net,서은우,34,F,강원,30AUG2024,referral,pc,vip,0,30AUG2024,4336760,4,1,76.6,3,High,A,59.1,73520,82236
10878,u010878@hanmail.net,신시우,32,F,강원,02OCT2024,organic,mobile,bronze,1,02OCT2024,260275,4,1,65.1,0,Low,C,67.0,58860,66990
10879,u010879@hanmail.net,정예은,33,F,경기,14JUN2023,organic,mobile,bronze,1,13AUG2024,27600,1,1,30.0,2,High,A,37.9,34601,31357
10880,u010880@naver.com,장하윤,30,F,경기,10JUL2023,paid_search,mobile,bronze,1,27SEP2024,89280,2,1,38.3,2,High,A,57.4,50670,63535
10881,u010881@kakao.com,황하윤,26,F,광주,25JAN2023,paid_search,pc,gold,1,16DEC2025,1369135,2,1,48.6,4,High,A,38.3,61690,73793
10882,u010882@outlook.com,류예은,23,M,경기,12MAY2025,paid_search,pc,vip,0,06AUG2025,4392180,5,1,59.3,4,High,A,52.7,60366,64882
10883,u010883@naver.com,조지훈,39,M,경북,18FEB2026,organic,pc,vip,1,18FEB2026,6505410,5,1,66.9,3,High,A,64.3,11391,14067
10884,u010884@gmail.com,오준호,52,M,충남,17DEC2025,paid_search,mobile,vip,1,17JUN2026,4018870,4,0,70.6,0,Low,C,59.0,28658,29821
10885,u010885@naver.com,이주원,38,M,서울,20SEP2023,social,mobile,platinum,1,11APR2026,1518795,4,0,70.7,0,Low,A,54.0,29349,26332
10886,u010886@daum.net,송지민,36,F,서울,02FEB2025,referral,mobile,vip,0,20APR2025,7378520,7,1,88.0,2,High,B,59.3,33684,31488
10887,u010887@kakao.com,송소율,57,F,경기,07AUG2025,organic,mobile,bronze,0,17DEC2025,39200,1,1,36.9,0,Low,A,58.6,40861,46097
10888,u010888@naver.com,황민준,25,M,서울,27APR2023,organic,pc,bronze,1,23JAN2026,81410,2,1,38.5,2,High,C,57.2,66240,67631
10889,u010889@outlook.com,한다은,28,M,대구,05DEC2023,organic,mobile,gold,0,25JAN2025,1084515,4,1,74.4,4,High,A,50.6,34384,42908
10890,u010890@kakao.com,이지안,35,F,경기,18APR2026,referral,pc,gold,1,,1314700,3,1,67.1,1,Low,A,61.6,42958,51873
10891,u010891@hanmail.net,신민서,40,M,대구,24JUL2024,referral,mobile,platinum,1,27APR2026,2813520,2,0,65.3,0,Low,C,68.2,46059,55434
10892,u010892@naver.com,최민준,35,M,세종,01MAY2026,paid_search,mobile,vip,1,01MAY2026,5745195,4,0,77.4,1,Low,B,54.7,56533,62485
10893,u010893@kakao.com,조지원,32,M,경기,28SEP2025,social,mobile,vip,1,28SEP2025,6350475,4,1,72.3,3,High,B,43.7,51537,54774
10894,u010894@naver.com,이민서,46,F,광주,14JAN2025,referral,pc,platinum,1,14JAN2025,1583420,6,1,66.6,0,Low,C,66.7,30793,32321
10895,u010895@naver.com,신서윤,34,F,경기,01JUN2025,organic,pc,platinum,0,,2218355,2,1,58.1,1,Low,C,48.7,37977,43845
10896,u010896@naver.com,조하윤,27,M,인천,21DEC2025,referral,pc,silver,0,,688150,5,1,59.4,3,High,B,60.2,61815,66322
10897,u010897@daum.net,장하은,29,F,서울,15SEP2023,organic,pc,silver,1,,395550,2,1,35.2,3,High,B,66.0,42957,48160
10898,u010898@daum.net,윤지안,14,F,전북,16SEP2023,social,pc,vip,1,,6637000,4,1,64.6,3,High,C,64.1,57139,61492
10899,u010899@naver.com,장지훈,35,M,서울,16JUN2026,paid_search,tablet,bronze,1,16JUN2026,9300,1,0,37.1,1,Low,B,54.9,45039,49382
10900,u010900@naver.com,조예준,39,M,경기,29MAR2024,social,mobile,vip,1,12MAR2025,3919010,6,1,62.5,1,Low,C,55.2,68518,66404
10901,u010901@kakao.com,류예은,36,F,대구,24SEP2023,email,pc,silver,1,27OCT2024,785110,4,1,44.9,3,High,B,64.6,45809,49095
10902,u010902@hanmail.net,안민준,28,F,전북,10JUL2025,organic,mobile,gold,1,,1482240,4,1,53.0,2,High,A,55.9,67131,68106
10903,u010903@gmail.com,서민서,34,F,서울,11JUL2023,paid_search,mobile,vip,0,26JUL2025,3492300,4,1,47.2,3,High,A,78.0,66433,76945
10904,u010904@hanmail.net,한예은,58,F,경북,11NOV2024,organic,pc,gold,0,23FEB2026,1015290,1,1,64.5,3,High,B,51.3,57833,68482
10905,u010905@kakao.com,송지호,51,F,서울,21JAN2024,paid_search,pc,vip,1,12JUL2024,3444795,4,1,65.0,2,High,A,46.0,66430,69579
10906,u010906@daum.net,안민준,36,M,경기,23JUL2025,paid_search,pc,vip,1,23JUL2025,7688280,5,1,53.7,0,Low,A,42.2,29313,31801
10907,u010907@kakao.com,황하은,23,U,대구,04APR2026,referral,tablet,vip,1,07MAY2026,4445650,5,0,58.1,4,High,A,51.2,30292,34346
10908,u010908@kakao.com,임채원,29,M,경기,10APR2025,paid_search,mobile,vip,0,10APR2025,3937430,3,1,71.5,3,High,C,67.7,34279,37273
10909,u010909@gmail.com,최지훈,57,F,서울,28MAR2024,social,mobile,platinum,0,,2095950,4,1,55.1,0,Low,C,54.0,58150,60068
10910,u010910@outlook.com,최서연,25,F,경기,11FEB2023,paid_search,mobile,silver,1,,414985,2,1,45.6,2,High,A,31.1,32620,39977
10911,u010911@hanmail.net,한서연,42,F,제주,12NOV2023,organic,mobile,platinum,1,,2348780,2,1,61.9,2,High,A,42.2,45351,45318
10912,u010912@daum.net,윤준우,32,F,경기,01JUL2025,organic,mobile,silver,0,05DEC2025,655240,7,1,60.1,1,Low,A,47.2,24452,21508
10913,u010913@kakao.com,장지안,22,M,경기,10SEP2025,paid_search,mobile,vip,1,10SEP2025,4036265,6,1,49.6,1,Low,B,69.7,42440,50779
10914,u010914@gmail.com,황주원,33,F,경기,17MAY2024,paid_search,mobile,vip,1,08OCT2024,6032330,3,1,79.0,1,Low,C,61.4,36287,44612
10915,u010915@kakao.com,임서윤,18,M,광주,17JUL2024,organic,mobile,gold,1,23JUL2024,1321925,2,1,49.0,1,Low,C,50.0,46424,55274
10916,u010916@kakao.com,장지원,18,F,서울,10APR2024,organic,pc,bronze,0,27JUL2025,70400,1,1,48.5,0,Low,A,41.8,69670,80666
10917,u010917@hanmail.net,박지안,54,F,경기,06NOV2023,social,mobile,vip,1,23NOV2024,3478850,8,1,65.7,0,Low,A,51.4,43929,49364
10918,u010918@hanmail.net,이예준,34,F,경기,25JUN2026,email,mobile,gold,1,25JUN2026,1134510,2,0,51.6,1,Low,A,56.7,43797,62676
10919,u010919@gmail.com,장준우,38,F,광주,21FEB2025,email,mobile,silver,1,21FEB2025,440305,2,1,41.7,1,Low,B,45.5,18575,16449
10920,u010920@kakao.com,서지우,21,F,경기,18NOV2025,paid_search,mobile,vip,1,18NOV2025,3531875,4,1,62.7,0,Low,B,49.6,41908,46734
10921,u010921@kakao.com,강다은,31,F,경기,09APR2025,paid_search,pc,platinum,0,10AUG2025,2373560,4,1,83.2,4,High,A,39.6,19934,20536
10922,u010922@kakao.com,최수아,38,F,경남,04AUG2023,referral,mobile,gold,1,25DEC2025,1255040,5,1,41.7,0,Low,C,60.3,46586,57157
10923,u010923@naver.com,신지훈,44,F,제주,20SEP2025,paid_search,pc,gold,1,20SEP2025,1319485,3,1,80.2,3,High,C,46.0,32081,33682
10924,u010924@naver.com,한주원,27,F,충북,30APR2023,organic,pc,silver,0,,489280,3,1,51.6,3,High,A,70.5,45086,49636
10925,u010925@kakao.com,이수아,17,M,경북,17JUN2024,paid_search,mobile,platinum,0,16JUL2025,1770300,4,1,61.2,1,Low,B,42.3,43295,42499
10926,u010926@hanmail.net,박예준,56,M,강원,12JUN2023,email,mobile,vip,0,18MAR2026,3447890,4,1,52.4,2,High,B,51.1,46971,52034
10927,u010927@gmail.com,정현우,45,F,인천,25JUN2023,paid_search,mobile,silver,0,29JUN2026,573745,4,0,45.7,0,Low,B,71.5,65916,68423
10928,u010928@outlook.com,조유진,36,F,충북,11NOV2023,referral,mobile,bronze,0,,154065,3,1,44.8,0,Low,C,80.0,70139,68555
10929,u010929@outlook.com,한지호,41,U,경기,18NOV2025,organic,pc,bronze,1,18NOV2025,6485,1,1,32.3,1,Low,A,70.4,68805,76212
10930,u010930@hanmail.net,오서윤,40,F,경남,02JUL2024,organic,mobile,vip,0,03DEC2025,7406615,3,1,71.9,3,High,C,54.3,48326,59512
10931,u010931@gmail.com,한채원,25,M,경기,26JUL2025,paid_search,mobile,silver,0,26JUL2025,521250,4,1,50.0,4,High,C,73.2,42715,46098
10932,u010932@daum.net,류채원,25,F,경기,24APR2024,social,mobile,platinum,1,29AUG2025,1645020,1,1,83.5,2,High,C,53.7,48770,58259
10933,u010933@outlook.com,서도윤,35,F,서울,14JUL2024,referral,pc,gold,1,,1125100,3,1,43.5,1,Low,B,51.3,43492,53095
10934,u010934@kakao.com,최하은,43,M,대구,28MAY2026,social,pc,vip,0,28MAY2026,5062900,3,0,71.3,1,Low,B,53.9,33831,38934
10935,u010935@kakao.com,신윤서,26,M,광주,11JAN2023,referral,mobile,platinum,0,03JUL2024,1761640,3,1,63.9,0,Low,A,66.5,35064,46166
10936,u010936@naver.com,오지안,34,M,서울,05JUN2024,referral,mobile,platinum,1,08DEC2025,2806700,4,1,50.8,1,Low,C,51.7,74359,76025
10937,u010937@daum.net,이지원,41,F,경북,19MAR2023,email,mobile,vip,1,,3509000,4,1,74.8,2,High,B,42.8,54498,55760
10938,u010938@outlook.com,윤채원,27,F,경북,04OCT2023,organic,pc,silver,0,,358585,4,1,48.8,3,High,C,54.2,63882,69551
10939,u010939@outlook.com,류유진,28,F,경기,29SEP2023,organic,mobile,silver,1,,318400,2,1,22.2,0,Low,C,53.9,47699,51688
10940,u010940@naver.com,서준호,50,F,서울,20JUN2026,paid_search,mobile,vip,1,20JUN2026,7880760,6,0,83.7,1,Low,A,68.2,38791,52210
10941,u010941@hanmail.net,김하준,22,F,서울,06MAY2024,other,mobile,platinum,1,09FEB2025,1845260,2,1,47.1,3,High,C,64.8,47737,59013
10942,u010942@outlook.com,정서윤,30,F,서울,03JUN2023,social,mobile,platinum,1,01JUN2026,1802210,3,0,47.8,0,Low,B,50.3,72571,80509
10943,u010943@naver.com,한지호,36,M,서울,13JUL2025,referral,mobile,platinum,1,14NOV2025,2216840,3,1,71.0,2,High,A,71.5,35423,38536
10944,u010944@gmail.com,한윤서,40,F,전북,08MAR2024,paid_search,mobile,platinum,1,05MAY2025,2575525,5,1,59.1,2,High,C,56.7,26685,28411
10945,u010945@kakao.com,서서현,52,M,경남,01JUN2025,referral,mobile,bronze,0,01JUN2025,179700,1,1,63.1,0,Low,B,79.0,26799,32768
10946,u010946@hanmail.net,이하은,33,M,경기,22APR2024,paid_search,mobile,silver,1,11APR2026,787610,4,0,71.7,2,High,C,72.9,50305,47693
10947,u010947@daum.net,류예준,43,M,서울,13MAR2025,email,mobile,vip,0,01JAN2026,7164385,2,1,66.0,0,Low,A,63.1,73151,67137
10948,u010948@kakao.com,황지호,34,F,서울,29JUN2023,referral,pc,vip,0,02AUG2025,3480740,3,1,76.0,1,Low,C,59.3,44802,49585
10949,u010949@hanmail.net,정시우,26,U,전북,29OCT2023,organic,mobile,silver,1,07AUG2025,311185,4,1,43.9,2,High,C,68.2,20301,23111
10950,u010950@daum.net,신소율,23,M,서울,10FEB2026,organic,mobile,vip,0,10FEB2026,3720475,4,1,94.7,1,Low,C,49.5,54441,64659
10951,u010951@gmail.com,류예은,42,F,경북,29SEP2024,paid_search,pc,vip,1,16JAN2025,10348345,7,1,70.7,2,High,C,69.2,65250,73177
10952,u010952@gmail.com,정도윤,34,M,부산,14SEP2024,organic,pc,gold,0,18JAN2026,1143230,2,1,71.1,1,Low,A,40.1,44048,46648
10953,u010953@daum.net,장다은,40,F,강원,09OCT2023,organic,mobile,silver,0,08SEP2025,335455,5,1,64.2,2,High,B,41.5,50014,57126
10954,u010954@outlook.com,오서연,49,F,제주,16JAN2026,social,pc,vip,1,25JAN2026,3085500,8,1,69.0,0,Low,A,33.4,58980,58909
10955,u010955@kakao.com,황서현,28,F,서울,13FEB2025,social,pc,platinum,1,18DEC2025,2279530,1,1,54.2,3,High,B,55.2,57947,50868
10956,u010956@gmail.com,류서연,48,F,경기,16AUG2025,paid_search,mobile,gold,1,16AUG2025,1274065,4,1,56.9,1,Low,A,46.3,30598,28269
10957,u010957@hanmail.net,권준호,28,F,서울,15DEC2025,organic,pc,platinum,0,15DEC2025,2457605,2,1,36.2,0,Low,A,58.8,45032,46558
10958,u010958@kakao.com,안서현,35,M,경기,14MAY2025,paid_search,pc,vip,1,14MAY2025,4838870,4,1,72.3,0,Low,B,42.8,27103,34373
10959,u010959@daum.net,권민서,17,F,광주,30AUG2023,social,mobile,gold,1,08DEC2024,876315,2,1,61.4,2,High,B,48.7,45729,47403
10960,u010960@gmail.com,박민준,33,F,경기,02JUN2025,paid_search,mobile,vip,1,02JUN2025,5401000,5,1,72.4,1,Low,A,52.0,62116,72315
10961,u010961@gmail.com,안지유,45,F,경기,06AUG2023,email,pc,vip,1,18JUN2024,5483660,3,1,33.7,4,High,C,54.3,54261,56124
10962,u010962@naver.com,서다은,20,F,인천,05OCT2023,organic,mobile,platinum,1,16JAN2025,1625180,5,1,44.4,0,Low,B,38.6,19197,14910
10963,u010963@naver.com,장예은,47,M,경기,12AUG2023,referral,mobile,platinum,1,25NOV2024,2240900,1,1,53.1,0,Low,C,75.2,82362,86644
10964,u010964@kakao.com,서지안,27,M,부산,04AUG2025,social,mobile,silver,1,04AUG2025,723430,4,1,59.9,1,Low,A,68.5,32451,34331
10965,u010965@kakao.com,황준호,33,F,서울,25SEP2025,social,mobile,vip,0,26JAN2026,3799900,7,1,70.5,0,Low,A,65.3,28585,22810
10966,u010966@daum.net,류준우,19,M,경기,12MAY2024,paid_search,mobile,gold,0,23JUL2025,966610,6,1,55.3,3,High,C,40.4,57756,70294
10967,u010967@daum.net,신주원,14,M,인천,03FEB2026,paid_search,mobile,platinum,1,03FEB2026,2178180,5,1,70.2,4,High,A,48.1,37413,40869
10968,u010968@daum.net,윤준호,32,F,경북,10APR2025,email,mobile,gold,1,14APR2026,824805,4,0,43.9,2,High,B,54.4,56869,59415
10969,u010969@naver.com,류하은,20,F,경기,12MAR2026,organic,mobile,gold,0,12MAR2026,1361920,6,1,66.8,1,Low,C,60.4,38806,38026
10970,u010970@gmail.com,박지훈,35,F,서울,05SEP2023,paid_search,pc,bronze,1,15DEC2025,0,0,1,48.8,1,Low,C,52.0,21837,28657
10971,u010971@gmail.com,송시우,55,F,부산,26SEP2023,paid_search,pc,vip,1,24APR2025,3547480,2,1,71.0,2,High,C,67.3,52018,59769
10972,u010972@daum.net,황하윤,33,M,전북,07JUN2023,referral,pc,gold,0,24JAN2025,1419840,1,1,57.1,0,Low,C,61.6,56623,59564
10973,u010973@naver.com,신지안,20,M,경기,21MAR2025,organic,pc,vip,0,21MAR2025,4123095,4,1,90.7,0,Low,A,36.3,32116,36876
10974,u010974@daum.net,황지원,30,F,경북,25JAN2025,referral,mobile,vip,1,25JAN2025,5645595,4,1,77.4,1,Low,C,47.8,70585,76936
10975,u010975@hanmail.net,안다은,40,F,서울,05MAR2025,paid_search,pc,bronze,1,08AUG2025,62100,1,1,36.3,1,Low,A,57.1,66382,73326
10976,u010976@kakao.com,전서윤,53,F,서울,17MAY2024,other,mobile,platinum,1,19APR2025,1708400,1,1,63.6,3,High,C,58.3,42304,52860
10977,u010977@naver.com,한하은,48,F,서울,07JUN2025,email,mobile,silver,0,07JUN2025,528535,6,1,64.5,1,Low,B,64.9,92088,102590
10978,u010978@gmail.com,서지안,60,U,광주,15NOV2024,other,mobile,vip,1,12JAN2025,6547970,5,1,65.6,3,High,A,62.3,31346,37488
10979,u010979@hanmail.net,한수아,29,M,대구,14JUL2024,other,mobile,bronze,1,24JUN2026,0,0,0,56.5,0,Low,B,61.4,31663,37808
10980,u010980@kakao.com,최지호,25,F,경기,05APR2023,social,mobile,platinum,1,04MAY2026,1792125,2,0,65.6,2,High,C,68.4,31520,39414
10981,u010981@kakao.com,신민준,42,M,대구,23FEB2026,social,pc,vip,0,23FEB2026,5584650,2,1,41.8,2,High,B,53.8,43716,42556
10982,u010982@kakao.com,정은우,26,F,충북,21JUN2025,referral,pc,vip,1,21JUN2025,4925305,8,1,73.4,2,High,C,54.1,19807,26526
10983,u010983@naver.com,최지유,28,M,경남,17MAR2025,other,mobile,bronze,0,17MAR2025,131680,2,1,45.5,4,High,B,56.8,26782,30242
